"playerID","year","stint","tmID","lgID","GP","minutes","points","assists"
"abramjo01","1946","1","PIT","NBA","47","0","527","35"
"aubucch01","1946","1","DTF","NBA","30","0","65","20"
"bakerno01","1946","1","CHS","NBA","4","0","0","0"
"baltihe01","1946","1","STB","NBA","58","0","138","16"
"barrjo01","1946","1","STB","NBA","58","0","295","54"
"baumhfr01","1946","1","CLR","NBA","45","0","631","54"
"beckemo01","1946","1","PIT","NBA","17","0","108","14"
"beckemo01","1946","2","BOS","NBA","6","0","13","1"
"beckemo01","1946","3","DTF","NBA","20","0","41","15"
"beendha01","1946","1","PRO","NBA","58","0","713","37"
"biasaha01","1946","1","TRH","NBA","6","0","6","0"
"brighal01","1946","1","BOS","NBA","58","0","567","60"
"brindau01","1946","1","NYK","NBA","12","0","34","1"
"brownha01","1946","1","DTF","NBA","54","0","264","39"
"brownle01","1946","1","CLR","NBA","5","0","0","0"
"byrneto01","1946","1","NYK","NBA","60","0","453","35"
"bytzumi01","1946","1","PIT","NBA","60","0","210","31"
"callato01","1946","1","PRO","NBA","13","0","17","4"
"calveer01","1946","1","PRO","NBA","59","0","845","202"
"carlich01","1946","1","CHS","NBA","51","0","256","17"
"carlsdo01","1946","1","CHS","NBA","59","0","630","59"
"cluggbo01","1946","1","NYK","NBA","54","0","238","22"
"connoch01","1946","1","BOS","NBA","49","0","227","40"
"corleke01","1946","1","CLR","NBA","3","0","0","0"
"crislha01","1946","1","BOS","NBA","4","0","6","0"
"curear01","1946","1","PRO","NBA","12","0","10","0"
"dallmho01","1946","1","PHW","NBA","60","0","528","104"
"davisau01","1946","1","STB","NBA","59","0","287","14"
"davisbi01","1946","1","CHS","NBA","47","0","84","11"
"dehnehe01","1946","1","PRO","NBA","10","0","14","0"
"dillebo01","1946","1","DTF","NBA","57","0","296","40"
"dollbo01","1946","1","STB","NBA","60","0","522","22"
"duffybo01","1946","1","CHS","NBA","11","0","11","0"
"duffybo01","1946","2","BOS","NBA","6","0","8","0"
"eliasdo01","1946","1","BOS","NBA","1","0","0","0"
"endrene01","1946","1","CLR","NBA","16","0","14","4"
"fabeljo01","1946","1","PIT","NBA","30","0","63","2"
"faughbo01","1946","1","CLR","NBA","51","0","343","33"
"feeribo01","1946","1","WSC","NBA","55","0","926","69"
"fenlewa01","1946","1","BOS","NBA","33","0","85","16"
"fitzgbo01","1946","1","TRH","NBA","31","0","139","26"
"fitzgbo01","1946","2","NYK","NBA","29","0","82","9"
"fitzgdi01","1946","1","TRH","NBA","60","0","277","40"
"fleisje01","1946","1","PHW","NBA","59","0","263","40"
"frankna01","1946","1","PIT","NBA","6","0","16","3"
"freyfr01","1946","1","NYK","NBA","23","0","88","14"
"fucarfr01","1946","1","TRH","NBA","28","0","140","7"
"fulksjo01","1946","1","PHW","NBA","60","0","1389","25"
"ganttbo01","1946","1","WSC","NBA","23","0","71","5"
"garfija01","1946","1","BOS","NBA","40","0","179","58"
"getchgo01","1946","1","PIT","NBA","16","0","5","0"
"gillege01","1946","1","WSC","NBA","14","0","8","2"
"gilmuch01","1946","1","CHS","NBA","51","0","178","21"
"goldfbe01","1946","1","WSC","NBA","2","0","2","0"
"goodwpo01","1946","1","PRO","NBA","55","0","256","15"
"gottlle01","1946","1","NYK","NBA","57","0","334","24"
"graywy01","1946","1","BOS","NBA","55","0","350","47"
"grimswo01","1946","1","PRO","NBA","21","0","61","1"
"gunthco01","1946","1","PIT","NBA","52","0","734","32"
"guokama01","1946","1","PHW","NBA","47","0","82","9"
"halbech01","1946","1","CHS","NBA","61","0","773","46"
"hankice01","1946","1","STB","NBA","55","0","324","14"
"hermskl01","1946","1","CLR","NBA","11","0","43","10"
"hermskl01","1946","2","TRH","NBA","21","0","254","15"
"hertzso01","1946","1","NYK","NBA","59","0","515","37"
"hillhar01","1946","1","PHW","NBA","60","0","360","41"
"hirscme01","1946","1","BOS","NBA","13","0","19","10"
"hoefech01","1946","1","TRH","NBA","23","0","140","9"
"hoefech01","1946","2","BOS","NBA","35","0","211","24"
"hurlero01","1946","1","TRH","NBA","46","0","239","34"
"jacobfr01","1946","1","STB","NBA","18","0","50","5"
"janisjo01","1946","1","DTF","NBA","60","0","697","49"
"jarosto01","1946","1","CHS","NBA","59","0","482","28"
"johnsha01","1946","1","DTF","NBA","27","0","15","11"
"jorgeno01","1946","1","PIT","NBA","15","0","66","4"
"jorgero01","1946","1","PIT","NBA","28","0","41","1"
"kaplora01","1946","1","NYK","NBA","27","0","194","25"
"kaplora01","1946","2","PHW","NBA","30","0","209","13"
"kappeto01","1946","1","PIT","NBA","41","0","310","22"
"kappeto01","1946","2","BOS","NBA","18","0","74","6"
"kasided01","1946","1","TRH","NBA","8","0","12","6"
"kautzwi01","1946","1","CHS","NBA","50","0","253","37"
"kelleke01","1946","1","WSC","NBA","25","0","22","1"
"kelleke01","1946","2","PRO","NBA","3","0","0","0"
"kellyje01","1946","1","BOS","NBA","43","0","256","21"
"kingto01","1946","1","DTF","NBA","58","0","295","32"
"knorele01","1946","1","NYK","NBA","22","0","171","21"
"kottmha01","1946","1","BOS","NBA","53","0","165","17"
"lalicpe01","1946","1","CLR","NBA","1","0","0","0"
"lefkoha01","1946","1","CLR","NBA","24","0","51","4"
"lewisgr01","1946","1","DTF","NBA","60","0","287","54"
"loganjo01","1946","1","STB","NBA","61","0","770","78"
"lujacal01","1946","1","WSC","NBA","5","0","4","0"
"mahnkjo01","1946","1","WSC","NBA","60","0","557","60"
"mangifr01","1946","1","NYK","NBA","6","0","5","0"
"maravpr01","1946","1","PIT","NBA","51","0","234","6"
"martidi01","1946","1","PRO","NBA","60","0","733","59"
"martido01","1946","1","STB","NBA","54","0","191","9"
"maughar01","1946","1","DTF","NBA","59","0","532","57"
"mccarho01","1946","1","DTF","NBA","19","0","21","2"
"mccarmi01","1946","1","TRH","NBA","60","0","649","59"
"mckinho01","1946","1","WSC","NBA","58","0","695","69"
"mearnge01","1946","1","PRO","NBA","57","0","382","35"
"melvied01","1946","1","PIT","NBA","57","0","281","37"
"miasest01","1946","1","DTF","NBA","60","0","895","93"
"mihalre01","1946","1","PIT","NBA","7","0","6","0"
"militna01","1946","1","NYK","NBA","36","0","144","28"
"militna01","1946","2","TRH","NBA","21","0","100","14"
"milleha01","1946","1","TRH","NBA","53","0","152","42"
"millewa01","1946","1","PIT","NBA","12","0","23","6"
"millsjo01","1946","1","PIT","NBA","47","0","181","9"
"mogusle01","1946","1","CLR","NBA","17","0","209","28"
"mogusle01","1946","2","TRH","NBA","41","0","544","56"
"morgeel01","1946","1","PRO","NBA","11","0","15","3"
"mullebo01","1946","1","NYK","NBA","26","0","76","18"
"mullebo01","1946","2","TRH","NBA","28","0","238","36"
"munroge01","1946","1","STB","NBA","59","0","414","17"
"murphdi01","1946","1","NYK","NBA","24","0","32","5"
"murphdi01","1946","2","BOS","NBA","7","0","2","3"
"murphjo01","1946","1","NYK","NBA","9","0","24","0"
"murphjo01","1946","2","PHW","NBA","11","0","8","0"
"musian01","1946","1","PHW","NBA","60","0","562","26"
"negraal01","1946","1","WSC","NBA","11","0","31","5"
"norlajo01","1946","1","WSC","NBA","60","0","626","50"
"nostrge01","1946","1","TRH","NBA","13","0","116","10"
"nostrge01","1946","2","CLR","NBA","48","0","366","21"
"noszkst01","1946","1","PIT","NBA","58","0","507","39"
"ogradbu01","1946","1","WSC","NBA","55","0","148","20"
"oshiega01","1946","1","CHS","NBA","9","0","4","1"
"palmebu01","1946","1","NYK","NBA","42","0","401","34"
"parrado01","1946","1","CHS","NBA","58","0","272","20"
"passama01","1946","1","WSC","NBA","43","0","120","9"
"pastuge01","1946","1","PRO","NBA","39","0","121","15"
"pearcge01","1946","1","DTF","NBA","37","0","94","13"
"pearche01","1946","1","DTF","NBA","29","0","73","7"
"putnado01","1946","1","STB","NBA","58","0","380","30"
"rensbro01","1946","1","CHS","NBA","3","0","0","0"
"riebeme01","1946","1","CLR","NBA","55","0","663","67"
"rosenha01","1946","1","NYK","NBA","31","0","133","19"
"rosenha01","1946","2","PRO","NBA","29","0","249","17"
"rosenpe01","1946","1","PHW","NBA","51","0","150","27"
"rotheir01","1946","1","CLR","NBA","29","0","102","15"
"rottnmi01","1946","1","CHS","NBA","56","0","423","93"
"rouxgi01","1946","1","STB","NBA","60","0","354","17"
"rulloje01","1946","1","PHW","NBA","50","0","127","20"
"sadowed01","1946","1","TRH","NBA","10","0","191","8"
"sadowed01","1946","2","CLR","NBA","43","0","686","38"
"sailoke01","1946","1","CLR","NBA","58","0","577","134"
"scharbe01","1946","1","CLR","NBA","51","0","103","19"
"schecos01","1946","1","NYK","NBA","54","0","435","109"
"schoomi01","1946","1","DTF","NBA","41","0","120","12"
"schuldi01","1946","1","CLR","NBA","16","0","106","17"
"schuldi01","1946","2","TRH","NBA","41","0","248","39"
"scolafr01","1946","1","WSC","NBA","58","0","728","58"
"seminji01","1946","1","CHS","NBA","60","0","439","63"
"senesge01","1946","1","PHW","NBA","58","0","366","34"
"shabani01","1946","1","CLR","NBA","53","0","242","29"
"shannea01","1946","1","PRO","NBA","57","0","687","84"
"sheabo01","1946","1","PRO","NBA","43","0","93","6"
"shefffr01","1946","1","PHW","NBA","22","0","74","4"
"siewera01","1946","1","STB","NBA","7","0","4","0"
"siewera01","1946","2","TRH","NBA","14","0","16","4"
"simmoco01","1946","1","BOS","NBA","60","0","620","62"
"simmojo01","1946","1","BOS","NBA","60","0","318","29"
"smawlbe01","1946","1","STB","NBA","22","0","262","10"
"smithde01","1946","1","STB","NBA","48","0","73","6"
"sovragi01","1946","1","TRH","NBA","6","0","11","1"
"spectar01","1946","1","BOS","NBA","55","0","329","46"
"spicelo01","1946","1","PRO","NBA","4","0","1","0"
"stolkar01","1946","1","DTF","NBA","23","0","102","38"
"stutzst01","1946","1","NYK","NBA","60","0","477","49"
"sydnobu01","1946","1","CHS","NBA","15","0","15","0"
"torgoir01","1946","1","WSC","NBA","58","0","490","30"
"vanbrbi01","1946","1","NYK","NBA","16","0","25","6"
"vaughvi01","1946","1","BOS","NBA","17","0","45","10"
"wallare01","1946","1","BOS","NBA","24","0","131","20"
"wallare01","1946","2","TRH","NBA","37","0","425","38"
"weberja01","1946","1","NYK","NBA","11","0","20","1"
"weberja01","1946","2","PRO","NBA","39","0","153","3"
"wertira01","1946","1","TRH","NBA","18","0","99","18"
"wertira01","1946","2","CLR","NBA","43","0","115","21"
"zasloma01","1946","1","CHS","NBA","61","0","877","40"
"zelleha01","1946","1","PIT","NBA","48","0","362","31"
"abramjo01","1947","1","STB","NBA","4","0","4","1"
"abramjo01","1947","2","BLB","NBA","5","0","2","1"
"beendha01","1947","1","PRO","NBA","21","0","143","6"
"beendha01","1947","2","PHW","NBA","24","0","60","7"
"bloommi01","1947","1","BLB","NBA","34","0","379","24"
"bloommi01","1947","2","BOS","NBA","14","0","129","14"
"braunca01","1947","1","NYK","NBA","47","0","671","61"
"brownst01","1947","1","PHW","NBA","19","0","50","1"
"byrneto01","1947","1","NYK","NBA","47","0","299","17"
"calveer01","1947","1","PRO","NBA","47","0","559","119"
"connoch01","1947","1","BOS","NBA","4","0","12","1"
"crossch01","1947","1","PHW","NBA","39","0","71","20"
"dallmho01","1947","1","PHW","NBA","48","0","587","120"
"dollbo01","1947","1","STB","NBA","42","0","446","26"
"downebi01","1947","1","PRO","NBA","3","0","0","0"
"ehlerbu01","1947","1","BOS","NBA","40","0","286","44"
"ezersjo01","1947","1","PRO","NBA","25","0","253","16"
"feeribo01","1947","1","WSC","NBA","48","0","775","56"
"fitzgdi01","1947","1","PRO","NBA","1","0","0","0"
"fleisje01","1947","1","PHW","NBA","46","0","333","43"
"fuetshe01","1947","1","BLB","NBA","42","0","109","17"
"fulksjo01","1947","1","PHW","NBA","43","0","949","26"
"gaineel01","1947","1","BLB","NBA","5","0","5","3"
"garfija01","1947","1","BOS","NBA","43","0","263","59"
"gilmuch01","1947","1","CHS","NBA","48","0","459","77"
"goodwpo01","1947","1","PRO","NBA","24","0","91","7"
"gottlle01","1947","1","NYK","NBA","27","0","131","12"
"graywy01","1947","1","PRO","NBA","1","0","0","0"
"graywy01","1947","2","STB","NBA","11","0","13","3"
"halbech01","1947","1","CHS","NBA","6","0","31","2"
"halbech01","1947","2","PHW","NBA","40","0","421","30"
"hankice01","1947","1","BOS","NBA","25","0","70","8"
"hermskl01","1947","1","BLB","NBA","48","0","575","48"
"hertzso01","1947","1","NYK","NBA","4","0","5","1"
"hertzso01","1947","2","WSC","NBA","37","0","273","22"
"hewsoja01","1947","1","BOS","NBA","24","0","65","1"
"hickena01","1947","1","PRO","NBA","1","0","0","0"
"hillhar01","1947","1","PHW","NBA","11","0","58","3"
"hoefech01","1947","1","BOS","NBA","7","0","10","3"
"hoffmpa01","1947","1","BLB","NBA","37","0","388","23"
"holubdi01","1947","1","NYK","NBA","48","0","504","37"
"hubbabo01","1947","1","PRO","NBA","28","0","152","11"
"hustopa01","1947","1","CHS","NBA","46","0","164","27"
"janisjo01","1947","1","BOS","NBA","3","0","3","0"
"janisjo01","1947","2","PRO","NBA","7","0","34","2"
"jeannbu01","1947","1","BLB","NBA","46","0","491","70"
"jorgejo01","1947","1","CHS","NBA","1","0","4","0"
"jorgejo01","1947","2","BLB","NBA","2","0","5","0"
"kaplora01","1947","1","PHW","NBA","48","0","189","19"
"kellyje01","1947","1","PRO","NBA","3","0","6","0"
"klotzhe01","1947","1","BLB","NBA","11","0","15","7"
"knorele01","1947","1","NYK","NBA","48","0","259","50"
"kukara01","1947","1","NYK","NBA","44","0","228","27"
"lewisgr01","1947","1","STB","NBA","24","0","166","13"
"lewisgr01","1947","2","BLB","NBA","21","0","149","28"
"loganjo01","1947","1","STB","NBA","48","0","644","62"
"mahnkjo01","1947","1","WSC","NBA","48","0","316","31"
"mariasa01","1947","1","BOS","NBA","43","0","333","60"
"martidi01","1947","1","PRO","NBA","32","0","101","14"
"martido01","1947","1","STB","NBA","39","0","85","2"
"maughar01","1947","1","PRO","NBA","14","0","55","2"
"maughar01","1947","2","STB","NBA","28","0","129","4"
"mckinho01","1947","1","WSC","NBA","43","0","485","36"
"mcnabch01","1947","1","BLB","NBA","2","0","0","0"
"mearnge01","1947","1","PRO","NBA","24","0","61","10"
"meinhca01","1947","1","BLB","NBA","48","0","253","16"
"miasest01","1947","1","CHS","NBA","48","0","716","31"
"misakwa01","1947","1","NYK","NBA","3","0","7","0"
"munroge01","1947","1","BOS","NBA","21","0","71","3"
"musian01","1947","1","PHW","NBA","43","0","319","10"
"noelpa01","1947","1","NYK","NBA","29","0","99","3"
"norlajo01","1947","1","WSC","NBA","48","0","469","44"
"nostrge01","1947","1","PRO","NBA","45","0","521","30"
"noszkst01","1947","1","BOS","NBA","22","0","78","4"
"obriebo01","1947","1","PHW","NBA","22","0","49","1"
"ogradbu01","1947","1","STB","NBA","44","0","170","9"
"okeefdi01","1947","1","WSC","NBA","37","0","156","18"
"palmebu01","1947","1","NYK","NBA","48","0","622","45"
"phillan01","1947","1","CHS","NBA","32","0","346","74"
"putnado01","1947","1","STB","NBA","42","0","267","25"
"reisech01","1947","1","BLB","NBA","47","0","541","40"
"riebeme01","1947","1","BOS","NBA","48","0","489","41"
"robbile01","1947","1","PRO","NBA","31","0","195","7"
"rochare01","1947","1","STB","NBA","48","0","611","39"
"rockeja01","1947","1","PHW","NBA","9","0","17","3"
"rockge01","1947","1","CHS","NBA","11","0","10","0"
"rotheir01","1947","1","WSC","NBA","11","0","46","1"
"rotheir01","1947","2","BLB","NBA","14","0","61","2"
"rotheir01","1947","3","STB","NBA","24","0","186","4"
"rottnmi01","1947","1","CHS","NBA","44","0","117","46"
"rouxgi01","1947","1","STB","NBA","46","0","176","12"
"rulloje01","1947","1","BLB","NBA","2","0","0","0"
"sadowed01","1947","1","BOS","NBA","47","0","910","74"
"sailoke01","1947","1","CHS","NBA","1","0","0","0"
"sailoke01","1947","2","PHW","NBA","2","0","4","0"
"sailoke01","1947","3","PRO","NBA","41","0","520","59"
"schadbe01","1947","1","CHS","NBA","37","0","56","6"
"schuldi01","1947","1","BLB","NBA","48","0","383","28"
"scolafr01","1947","1","WSC","NBA","47","0","589","58"
"seminji01","1947","1","CHS","NBA","48","0","299","89"
"senesge01","1947","1","PHW","NBA","47","0","414","52"
"seymopa01","1947","1","BLB","NBA","22","0","76","6"
"shannea01","1947","1","PRO","NBA","45","0","362","49"
"simmoco01","1947","1","BOS","NBA","32","0","248","17"
"simmoco01","1947","2","BLB","NBA","13","0","138","7"
"smawlbe01","1947","1","STB","NBA","48","0","535","18"
"spectar01","1947","1","BOS","NBA","48","0","194","17"
"stumpge01","1947","1","BOS","NBA","43","0","142","18"
"stutzst01","1947","1","NYK","NBA","47","0","331","57"
"tanensi01","1947","1","NYK","NBA","24","0","242","37"
"thursme01","1947","1","PRO","NBA","14","0","78","4"
"tinglja01","1947","1","WSC","NBA","37","0","89","7"
"toomaja01","1947","1","CHS","NBA","19","0","29","2"
"toomaja01","1947","2","PRO","NBA","14","0","153","5"
"torgoir01","1947","1","WSC","NBA","47","0","339","32"
"vanbrbi01","1947","1","NYK","NBA","44","0","180","29"
"vancege01","1947","1","CHS","NBA","48","0","402","49"
"wertira01","1947","1","PRO","NBA","7","0","32","6"
"zasloma01","1947","1","CHS","NBA","48","0","1007","29"
"armstcu01","1948","1","FTW","NBA","52","0","380","105"
"bachjo01","1948","1","BOS","NBA","34","0","119","25"
"beendha01","1948","1","BOS","NBA","8","0","19","3"
"bishoga01","1948","1","PHW","NBA","56","0","467","92"
"blackch01","1948","1","INJ","NBA","41","0","437","115"
"blackch01","1948","2","FTW","NBA","17","0","130","25"
"bloommi01","1948","1","MNL","NBA","24","0","55","15"
"bloommi01","1948","2","CHS","NBA","21","0","71","17"
"bornhja01","1948","1","PHW","NBA","15","0","88","13"
"braunca01","1948","1","NYK","NBA","57","0","810","173"
"brookpr01","1948","1","INJ","NBA","54","0","442","136"
"brownbo01","1948","1","PRO","NBA","20","0","108","14"
"brownda01","1948","1","BLB","NBA","3","0","4","0"
"brownji01","1948","1","CHS","NBA","4","0","3","0"
"budkowa01","1948","1","BLB","NBA","60","0","692","99"
"byrneto01","1948","1","NYK","NBA","35","0","200","54"
"byrneto01","1948","2","INJ","NBA","22","0","212","48"
"calhobi01","1948","1","ROC","NBA","56","0","367","125"
"calveer01","1948","1","PRO","NBA","59","0","557","251"
"carlsdo01","1948","1","MNL","NBA","55","0","508","170"
"colonjo01","1948","1","NYK","NBA","15","0","83","9"
"crockdi01","1948","1","FTW","NBA","2","0","6","0"
"crossch01","1948","1","PHW","NBA","44","0","174","55"
"currafr01","1948","1","ROC","NBA","57","0","207","78"
"dallmho01","1948","1","PHW","NBA","38","0","293","116"
"daviebo01","1948","1","ROC","NBA","60","0","904","321"
"dollbo01","1948","1","BOS","NBA","47","0","370","117"
"duncaan01","1948","1","ROC","NBA","55","0","407","51"
"dwanja01","1948","1","MNL","NBA","60","0","276","129"
"egglelo01","1948","1","STB","NBA","2","0","4","1"
"ehlerbu01","1948","1","BOS","NBA","59","0","514","133"
"ellefra01","1948","1","MNL","NBA","3","0","2","0"
"eskrija01","1948","1","CHS","NBA","3","0","0","0"
"eskrija01","1948","2","INJ","NBA","20","0","64","14"
"ezersjo01","1948","1","PRO","NBA","11","0","53","11"
"ezersjo01","1948","2","BLB","NBA","27","0","127","27"
"ezersjo01","1948","3","BOS","NBA","18","0","185","29"
"farbmph01","1948","1","PHW","NBA","27","0","83","18"
"farbmph01","1948","2","BOS","NBA","21","0","72","18"
"feeribo01","1948","1","WSC","NBA","58","0","752","188"
"ferriar01","1948","1","MNL","NBA","47","0","345","76"
"fitzgbo01","1948","1","ROC","NBA","18","0","19","12"
"fleisje01","1948","1","PHW","NBA","59","0","323","120"
"formado01","1948","1","MNL","NBA","44","0","179","74"
"fulksjo01","1948","1","PHW","NBA","60","0","1560","74"
"gallaha01","1948","1","NYK","NBA","52","0","434","63"
"gardnea01","1948","1","MNL","NBA","50","0","89","19"
"garfija01","1948","1","BOS","NBA","9","0","34","17"
"gilmuch01","1948","1","CHS","NBA","56","0","286","125"
"glamage01","1948","1","INJ","NBA","11","0","102","19"
"grabojo01","1948","1","CHS","NBA","45","0","125","18"
"gunthco01","1948","1","STB","NBA","32","0","159","33"
"halbech01","1948","1","BOS","NBA","33","0","310","61"
"halbech01","1948","2","PRO","NBA","27","0","308","52"
"halebr01","1948","1","INJ","NBA","18","0","226","69"
"halebr01","1948","2","FTW","NBA","34","0","320","87"
"hamilra01","1948","1","FTW","NBA","10","0","42","3"
"hamilra01","1948","2","INJ","NBA","38","0","247","80"
"hazenjo01","1948","1","BOS","NBA","6","0","18","3"
"henrybi01","1948","1","FTW","NBA","32","0","317","55"
"hermskl01","1948","1","WSC","NBA","60","0","708","99"
"hertzso01","1948","1","WSC","NBA","60","0","442","114"
"holcodo01","1948","1","BLB","NBA","3","0","15","5"
"holzmre01","1948","1","ROC","NBA","60","0","546","149"
"hubbabo01","1948","1","PRO","NBA","34","0","72","18"
"jamesge01","1948","1","NYK","NBA","11","0","42","5"
"jarosto01","1948","1","MNL","NBA","59","0","343","58"
"jeannbu01","1948","1","BLB","NBA","56","0","313","124"
"johnsar01","1948","1","ROC","NBA","60","0","511","80"
"jorgejo01","1948","1","MNL","NBA","48","0","106","33"
"kachawh01","1948","1","CHS","NBA","33","0","65","25"
"kachawh01","1948","2","MNL","NBA","19","0","47","12"
"kaftage01","1948","1","BOS","NBA","21","0","304","61"
"katkale01","1948","1","WSC","NBA","53","0","221","68"
"kellyto01","1948","1","BOS","NBA","27","0","191","38"
"kinnebo01","1948","1","FTW","NBA","37","0","254","51"
"kinnebo01","1948","2","BOS","NBA","21","0","204","26"
"kirkwa01","1948","1","FTW","NBA","14","0","69","12"
"kirkwa01","1948","2","INJ","NBA","35","0","378","106"
"klierle01","1948","1","FTW","NBA","47","0","347","56"
"knorele01","1948","1","NYK","NBA","60","0","443","135"
"kostean01","1948","1","INJ","NBA","21","0","135","14"
"krausda01","1948","1","BLB","NBA","13","0","21","7"
"krauthe01","1948","1","BLB","NBA","10","0","13","4"
"kukara01","1948","1","NYK","NBA","8","0","25","11"
"levanan01","1948","1","ROC","NBA","36","0","123","39"
"lewisfr01","1948","1","INJ","NBA","8","0","79","19"
"lewisfr01","1948","2","BLB","NBA","53","0","603","88"
"lewisgr01","1948","1","STB","NBA","34","0","148","37"
"loganjo01","1948","1","STB","NBA","57","0","803","276"
"lucasal01","1948","1","BOS","NBA","2","0","2","2"
"lumppra01","1948","1","INJ","NBA","37","0","453","124"
"lumppra01","1948","2","NYK","NBA","24","0","324","34"
"maddoja01","1948","1","INJ","NBA","1","0","0","1"
"mahnkjo01","1948","1","BLB","NBA","7","0","53","9"
"mahnkjo01","1948","2","INJ","NBA","13","0","130","34"
"mahnkjo01","1948","3","FTW","NBA","37","0","351","82"
"malamli01","1948","1","INJ","NBA","35","0","228","55"
"malamli01","1948","2","ROC","NBA","9","0","30","6"
"mandijo01","1948","1","INJ","NBA","56","0","269","80"
"martido01","1948","1","STB","NBA","37","0","129","21"
"martido01","1948","2","BLB","NBA","7","0","5","4"
"maughar01","1948","1","STB","NBA","55","0","596","99"
"mcgahme01","1948","1","NYK","NBA","51","0","176","51"
"mckinho01","1948","1","WSC","NBA","57","0","723","114"
"meinhca01","1948","1","CHS","NBA","15","0","41","9"
"meinhca01","1948","2","PRO","NBA","35","0","222","38"
"miasest01","1948","1","CHS","NBA","58","0","451","57"
"mikaned01","1948","1","CHS","NBA","60","0","594","62"
"mikange01","1948","1","MNL","NBA","60","0","1698","218"
"millebi01","1948","1","CHS","NBA","14","0","14","8"
"millebi01","1948","2","STB","NBA","14","0","39","12"
"mogusle01","1948","1","BLB","NBA","13","0","45","3"
"mogusle01","1948","2","FTW","NBA","20","0","173","27"
"mogusle01","1948","3","INJ","NBA","19","0","303","74"
"morgeel01","1948","1","PHW","NBA","20","0","42","7"
"musian01","1948","1","PHW","NBA","58","0","478","81"
"nagyfr01","1948","1","INJ","NBA","50","0","253","68"
"napolpa01","1948","1","INJ","NBA","1","0","0","0"
"nichoja01","1948","1","WSC","NBA","34","0","398","56"
"niemiri01","1948","1","FTW","NBA","55","0","362","96"
"noelpa01","1948","1","NYK","NBA","47","0","177","33"
"norlajo01","1948","1","WSC","NBA","60","0","444","86"
"nostrge01","1948","1","PRO","NBA","33","0","324","56"
"nostrge01","1948","2","BOS","NBA","27","0","265","38"
"noszkst01","1948","1","BOS","NBA","30","0","75","25"
"novakmi01","1948","1","ROC","NBA","60","0","320","112"
"obriebo01","1948","1","PHW","NBA","16","0","15","8"
"obriebo01","1948","2","STB","NBA","8","0","17","1"
"oconnde01","1948","1","BOS","NBA","21","0","204","65"
"ogradbu01","1948","1","STB","NBA","30","0","138","43"
"ogradbu01","1948","2","PRO","NBA","17","0","81","25"
"okeefdi01","1948","1","WSC","NBA","50","0","191","43"
"painefr01","1948","1","PRO","NBA","3","0","7","1"
"palmebu01","1948","1","NYK","NBA","58","0","714","108"
"parhaea01","1948","1","STB","NBA","60","0","344","151"
"passama01","1948","1","INJ","NBA","10","0","31","17"
"pelkija01","1948","1","FTW","NBA","14","0","124","32"
"pelkija01","1948","2","BLB","NBA","40","0","473","99"
"phillan01","1948","1","CHS","NBA","60","0","718","319"
"pollaji01","1948","1","MNL","NBA","53","0","784","142"
"pughle01","1948","1","PRO","NBA","60","0","461","59"
"pughro01","1948","1","INJ","NBA","6","0","3","2"
"pughro01","1948","2","FTW","NBA","4","0","9","1"
"pughro01","1948","3","PHW","NBA","13","0","20","6"
"putnado01","1948","1","STB","NBA","59","0","248","140"
"raderho01","1948","1","BLB","NBA","13","0","17","14"
"ramsera01","1948","1","BLB","NBA","2","0","2","0"
"reisech01","1948","1","BLB","NBA","57","0","626","132"
"riebeme01","1948","1","BOS","NBA","33","0","362","95"
"riebeme01","1948","2","PRO","NBA","10","0","61","9"
"risenar01","1948","1","ROC","NBA","60","0","995","100"
"rittete01","1948","1","NYK","NBA","55","0","337","57"
"robbile01","1948","1","PRO","NBA","16","0","29","12"
"roberbi01","1948","1","CHS","NBA","2","0","2","0"
"roberbi01","1948","2","BOS","NBA","26","0","81","13"
"roberbi01","1948","3","STB","NBA","22","0","139","28"
"rochare01","1948","1","STB","NBA","58","0","608","157"
"rollike01","1948","1","CHS","NBA","59","0","365","167"
"rotheir01","1948","1","NYK","NBA","53","0","314","68"
"rouxgi01","1948","1","STB","NBA","19","0","37","11"
"rouxgi01","1948","2","PRO","NBA","26","0","50","9"
"rulloje01","1948","1","PHW","NBA","39","0","137","48"
"sadowed01","1948","1","PHW","NBA","60","0","920","160"
"sailoke01","1948","1","PRO","NBA","57","0","899","209"
"schaehe01","1948","1","MNL","NBA","58","0","602","185"
"scharbe01","1948","1","PRO","NBA","1","0","0","0"
"schneot01","1948","1","PRO","NBA","23","0","102","19"
"schneot01","1948","2","STB","NBA","20","0","173","45"
"schuldi01","1948","1","WSC","NBA","50","0","195","53"
"scolafr01","1948","1","WSC","NBA","48","0","538","100"
"seminji01","1948","1","BOS","NBA","58","0","457","229"
"senesge01","1948","1","PHW","NBA","60","0","387","233"
"shannea01","1948","1","PRO","NBA","27","0","102","40"
"shannea01","1948","2","BOS","NBA","5","0","5","4"
"shannho01","1948","1","PRO","NBA","55","0","736","125"
"shriddi01","1948","1","NYK","NBA","4","0","1","2"
"simmoco01","1948","1","BLB","NBA","60","0","779","116"
"smawlbe01","1948","1","STB","NBA","59","0","914","183"
"smileja01","1948","1","FTW","NBA","59","0","394","138"
"smithdo01","1948","1","MNL","NBA","8","0","6","2"
"spearod01","1948","1","CHS","NBA","57","0","531","97"
"spectar01","1948","1","BOS","NBA","59","0","324","77"
